"id","body","segment"
3128,"""Again, more of a comparison of investment options that show a true breakdown of the fees, benefits (historical performance), risks vs. rewards, etc.  Asset managers are willing to show you what they have that is working well, but do not give a fair comparison to their top competitors.""",4
3130,"""Relevant""",2
3131,"""None at this time""",2
3133,"""I'M getting all the info that I need""",3
3134,"""More contact on portfolio changes and market thoughts""",1
3135,"""Consistency in management""",3
3136,"""nothing I can think of""",1
3139,"""more thorough risk analysis (10 or 12 questions don't provide enough info), better retirement cash flow projections, software similar to the Morningstar software provided by Annexus for Athene and Nationwide annuities, more Monte Carlo simulations.""",1
3140,"""More objectivity""",2
3141,"""Accurate information on daily breaking news""",2
3146,"""I think I get mostly everything now""",2
3151,"""any that will keep me up with the markets""",4
3152,"""More market analysis.""",3
3156,"""I’m comfortable with my current information and services""",3
3158,"""Don't know.""",4
3159,"""unbiased - info""",4
3160,"""Financial education""",3
3163,"""Need more economic data""",1
3164,"""cheaper and more efficient technology solutions and the lessons in how to use them""",3
3166,"""more in depth focus on markets and world and less on short term timing and predictions of markets. more on fundementals and less on day to day""",4
3167,"""Concise fundamental analysis.""",1
3169,"""more strategy to portfolio building""",1
3174,"""disinterested, unbiased sources""",1
3176,"""more thoughts on market moving events in the future""",3
3177,"""nothing in particular""",4
3180,"""objective information""",4
3184,"""More non-biased accurate information, not opinions""",4
3185,"""Comparisons and market outlook. Feel like I have to dig and click around every time I want to find something""",3
3194,"""I don't think I need anything actually.""",1
3195,"""real time news""",1
3197,"""don't know of any""",4
3198,"""Value comparisons and information about potential issues that face the economy.""",4
3201,"""Overall performance report for Third Party Asset manager's portfolios.""",4
3202,"""Specific investment process.""",4
3208,"""Value Line""",4
3209,"""??""",1
3210,"""I need more charts and information needed to understand the charts.""",3
3214,"""Nothing really""",3
3217,"""Product comparisons""",3
3219,"""better casual access to PMs""",3
3223,"""Getting everything I need from current sources.""",4
3229,"""marketing support""",2
3230,"""more 10000 foot views of what the market is not all the messy details inside it.""",3
3234,"""new content""",3
3238,"""Economic and market""",2
3240,"""lipper""",3
3245,"""Can't think of anything I'm not getting""",2
3247,"""Asset managers are usually promoting and explaining their own products, so I use independent research sources such as Morningstar for unbiased evaluation of investment assets.""",4
3250,"""more mkt updates to keep me more informed of the mkt""",4
3251,"""regulatory updates tailored to my client base and business model,  \""What does all this mean for me?\""""",1
3259,"""For now, we are comfortable with our structure.""",1
3260,"""More portfolio makeup""",4
3261,"""none that I can think of.""",4
3262,"""Trusted \"" where to move money now\"" information""",4
3265,"""RPAG Scores""",3
3267,"""Ok now""",3
3268,"""comparative fees and historical performance""",3
3271,"""Proactive contact""",2
3273,"""impartial viewpoints""",3
3276,"""Standout individual equities by Sector/Industry. Things that I have to pay to receive now. Oftentimes, difficult to place a company into the appropriate sector based on information I receive, or their peers.""",1
3280,"""Reasoning beyond statement""",1
3289,"""more contact""",4
3292,"""financial theory""",1
3293,"""Information on specific stocks.  Mutual funds are generally covered by asset managers""",4
3294,"""Old fashioned terminals - now Bloomberg terminal""",3
3296,"""I need accuracy and un biased information.  I don't feel I get that anywhere right now.  I have to search several places that report on both sides of any issue.""",1
3301,"""Potential risk associated with the investment thesis of the fund along with macro-risk that may have a direct or indirect effect on the funds performance.""",1
3302,"""non-biased viewpoints""",1
3303,"""Forecasting""",1
3307,"""intra-day current events""",3
3308,"""Investor Behavioral Data, Investing Psychology, Human Factors in Decision Making""",2
3312,"""Up to date holdings (as opposed to 3-6 months behind), better information on differentiation from peers, performance that justifies the fees.""",4
3314,"""I currently have adequate access.""",4
3315,"""Not sure, asset managers tend to always be around and have info at hand when needed.""",3
3318,"""access to better portfolio building reporting and templates""",3
3319,"""Solutions.  Non biased coverage of issues.""",2
3321,"""financial market outlook and economic perspective and non bias assessment of consumer demographics in the US""",2
3323,"""better marketing and peer to peer tips""",3
3324,"""the asset managers give me the information I need""",4
3325,"""Information on changes of investment (closed to new investors).  Changes in style of fund""",3
3326,"""accurate and unique data to help set apart provide client benefit""",2
3327,"""Impact of specific activity in some sectors.""",4
3331,"""General Economic Data and Reporting Global economic activity Company Specific Information""",1
3334,"""client management system""",1
3340,"""Value of active management compared to just indexing""",2
3345,"""someone with a working crystal ball (joke)""",2
3348,"""shorter, more digestible pieces of information""",3
3349,"""nothing else""",4
3351,"""Sufficient amount.""",1
3355,"""industry information like market share""",2
3359,"""Nothing comes to mind""",2
3361,"""Non-biased news reporting and not news interpreting.""",3
3365,"""I get what I need""",4
3367,"""Performance reporting comparing each investment to a relative benchmark.  Asset manager that can consistently beat it's benchmark.""",1
3368,"""whitepapers, more transparency, tools to get new clients""",1
3370,"""information on MLPs & BDC""",2
3372,"""None that I can think of or I would be accessing them""",4
3374,"""Consistant Performance""",1
3375,"""?""",3
3385,"""More true financial news that is not tainted with political opinions. Factual information that can be used without fear of truthfulness.""",4
3386,"""Accurate and immediate news breaking facts.""",1
3387,"""Up to date portfolio changes""",4
3389,"""boiler plate market commentary I can cut and paste and email to my clients""",2
3390,"""more information on long-term investing ideas""",1
3394,"""Real time impact of currency and net after currency return info.  Need broader analyst research of etf's.  Need  better sub sector info on benchmarks, return contribution and sub sector Strategic weightings  - would like etfs with better tactical currency hedges""",2
3395,"""Nothing in particular. I can get any of the information I need.""",4
3396,"""More timely info on fund flows and momentum changes""",4
3397,"""portfolio thoughts""",4
3400,"""Changes based on emerging economic trends""",3
3401,"""unbiased assessment of various perspectives of financial views/information.  hard to find good analysis that isnt 'sponsored'""",1
3402,"""more print!""",4
3403,"""I receive all the info that I need. Nothing to note here.""",3
3408,"""non-biased objectivity""",2
3410,"""satisfied""",3
3414,"""sector valuation matrix reports""",4
3417,"""Quick, detailed summaries of investments that are easily understood and presentable to clients.""",1
3419,"""better disclosure of holdings""",1
3420,"""Not sure about this one, the asset managers are pretty diligent in disseminating information via email, webcasts, etc.""",1
3423,""".""",4
3434,"""I actually believe there are more than enough source of financial news""",2
3436,"""Lots of managers lacking in this dept""",3
3437,"""Better access to trade publications.""",2
3439,"""I would like to get access to other types of information but its currently outside my budget. like a Bloomberg Terminal""",3
3441,"""niches like SRI from larger financial platforms e.g. Vanguard and Fidelity""",2
3443,"""What clients are thinking""",1
3445,"""ways to grow my business""",3
3446,"""more accurate information""",4
3450,"""update  news""",1
3451,"""I get most of what I need""",4
3457,"""all good""",4
3458,"""Non-biased, non rating driven reporting""",2
3462,"""I don't know.""",4
3465,"""more updated fact sheets monthly not quarterly""",3
3466,"""I don't know of anything""",4
3468,"""nothing that I can think of""",4
3473,"""Better literature pieces to communicate the long term impacts of investing""",4
3476,"""Specific detailed recommendations""",3
3486,"""assessment of risk""",2
3489,"""Political uncertainty in a risky environment""",4
3495,"""Updates on fund holdings and performance""",3
3500,"""Timely information""",2
3503,"""Sales ideas""",4
3505,"""information on specific stocks""",4
3506,"""more frequent market guidance.""",4
3507,"""International (specifically China) stock coverage""",3
3512,"""Turnkey methodology of sending clients monthly electronic updates.""",1
3514,"""Less emphasis on commingled assets and more on future direction and trends""",2
3516,"""1111""",1
3519,"""more internet based services""",3
3520,"""more market and economic news updates that affect portfolios""",4
3522,"""A simplified sheet that has all pertinent info boiled down to one page""",4
3529,"""specialist information and quantitative information""",2
3538,"""Alternatives""",2
3541,"""unique information""",1
3546,"""I am satisfied with what is available.  There is so much it is overwhelming.  Adding a new source would just be more noise.""",4
3547,"""I am an asset manager.""",1
3548,"""Articles relating to financial planning the are short and very applicable to virtually every client that include examples of the strategy.""",4
3550,"""I think I get what I need.""",3
3552,"""more income based ideas""",3
3553,"""accurate information""",2
3554,"""Current events impact on finances""",4
3563,"""Unbiased information""",3
3565,"""aa""",4
3566,"""Quality market review publications""",3
3568,"""Access to Social Media.""",4
3570,"""current rates of return""",4
3571,"""Accurate market Stats on specific Stocks""",4
3582,"""Accuracy, accuracy,accuracy""",2
3585,"""None that I can think of""",1
3587,"""the analysis of the purchases and or sales that were done""",4
3589,"""A better newsfeed throughout the day""",4
3590,"""More transparency and more timely information of portfolio construction and changes.""",3
3595,"""nothing else""",2
3596,"""Better turn around time on analysis.  Less mistakes.""",2
3600,"""Podcasts""",3
3601,"""More direct access to portfolio management teams""",3
3602,"""unbiased information""",2
3607,"""Consistent fund updates, even in bad times.""",1
3615,"""Don't feel I need anything else""",1
3617,"""Unbiased info. Tools that compliance will allow.""",1
3618,"""adjustability of fees.""",4
3619,"""Clear performance Fact Sheets Continued Educational Opportunities for the changing Financial World""",1
3623,"""I need something that is concise with the ability to dive deeper into a story or research. Many sources restate the same stories with different catchy headlines. I don't want the fluff. I just want the information about what is going on in the world, in financial markets, and in my industry.""",1
3628,"""More objectivity.""",4
3630,"""portfolio analytics of current client holdings""",2
3632,"""Robo advisory tools""",4
3633,"""More in-depth information on various funds within various sectors.""",1
3642,"""High frequency data such as CFTC size and positioning.""",4
3649,"""best practices and truly paying attention to what I need not what they are Selling""",1
3655,"""Global perspectives.""",3
3656,"""Cannot think of anything at this time.""",2
3658,"""Nothing.  I'm in good shape.""",2
3659,"""Competition information""",1
3660,"""Market summary""",1
3662,"""broad based fund analytics offering comparison of various investments.  Asset allocation software.""",3
3663,"""direct email with relevant data""",4
3664,"""Research services""",4
3665,"""unbiased feedback""",1
3667,"""more of a ,.longer term look of possible market outcomes""",1
3668,"""Dont know""",4
3669,"""Unbiased advice through white papers or articles that are client shareable.""",3
3670,"""Long term outlooks""",4
3671,"""General market intelligence""",1
3672,"""I'm fairly happy with things.""",3
3677,"""Better method of merging traditional analysis with technical side of selection process""",4
3681,"""Access to some of the allocation tools they have. Many have access to allocation tools that they are willing to use for me and provide me the results, but I would love to have direct access.""",3
3689,"""Better charting data and recognition of actionable market trends.  Too much noise out there with zero value.  Too much sensationalism.  Need less of each of the latter two.  Investment market news is more focused on attracting eyes rather than delivering good actionable content.""",4
3691,"""Consistent market outlook. Not just a quarterly update halfway into the next quarter""",1
3693,"""Sifting through the plethora of news stories and noise, and dialing down to the true impact of world events.""",1
3704,"""transparency with fees""",1
3711,"""more portfolio managers insights""",2
3713,"""solid research""",4
3714,"""Better aggregators.  There is too much information out there.  Too much quantity, not enough quality.""",2
3716,"""More specific trends and recommendations.""",1
3718,"""more frequent performance reporting and justification for performance""",3
3722,"""Market direction and how to articulate it in a portfolio""",1
3734,"""More timely and transparent reporting""",4
3742,"""Need information on a more timely basis""",2
3743,"""better communication""",4
3745,"""I could use an in house terminal like Bloomberg""",3
3746,"""unbiased information with no product recommendation""",3
3749,"""Timely market reporting and analysis of breaking news.""",2
3750,"""Access to c-suite management at the publically traded companies I follow""",3
3751,"""Upside/downside of entire portfolio""",4
3752,"""Don't think I need anything more.""",1
3753,"""Summary of thought leadership in market assumptions""",1
3757,"""None more than currently have""",2
3759,"""sales ideas""",4
3760,"""Not sure. Very interesting question""",1
3766,"""What is their philosophy and why?""",4
3767,"""Market data and analysis of that data""",4
3768,"""Bloomberg terminal.""",1
3769,"""Less marketing, more education""",1
3770,"""Fish dhsk""",1
3775,"""really cannot think of anything""",3
3776,"""Better alerts.""",1
3779,"""more functional analytic software""",4
3783,"""access to indexes""",4
3787,"""no difference""",4
3790,"""impartiality""",4
3792,"""More information on how the investment strategy relates to clients' personal situations""",1
3793,"""Objective real time news""",2
3796,"""none they provide lots of information""",4
3798,"""Asset gathering ideas""",4
3799,"""Skimmed down version""",1
3800,"""unbiased news  and stats""",2
3805,"""ability to reduce workflow on small/ medium size accounts""",4
3809,"""Forward looking""",2
3811,"""Better guidance towards better news sources.""",1
3812,"""Unfortunately, I feel asset manager are as chained to DOL as we are.  I don't feel they can open a lot of new funds right now due to the fact that DOL may really change their business model (1 share class, etc.).""",1
3813,"""More papers to share with clients about the market.""",3
3815,"""Easier fee guidance, more product selection for specific investments.""",2
3817,"""accuracy for non regularly covered companies without political bias""",2
3819,"""I receive very good service at this time.  cannot think of anything.""",1
3822,"""client friendly marketing pieces""",4
3824,"""More asset gathering ideas""",4
3828,"""honest, unbiased reporting and research""",4
3831,"""Not applicable...very comfortable with the info  being currently received.""",4
3839,"""Important headline pop-ups would be helpful.""",4
3840,"""More comprehensive product reviews""",1
3841,"""don't know""",1
3843,"""I feel like I get too much- I guess being in the biz for over 14+ years and having a large network of wholesalers/advisors/money mangers and even competitive peers, I'm almost overinformed""",4
3844,"""less bias""",4
3845,"""everything. I try to remove bias of the people around me with third party data""",4
3847,"""Can't think of anything right now.""",1
3848,"""They are fine, let them concentrate on managing the assets.""",1
3849,"""Media links through their websites""",4
3850,"""Big picture viewpoints""",4
3851,"""this doesn't apply to me today, I get the information I need from our internal wholesalers""",1
3852,"""Timely information""",1
3854,"""dk""",4
3857,"""?""",1
3859,"""More unbiased reporting""",2
3860,"""Real-time data is important to receive""",3
3864,"""Consolidated information""",1
3865,"""I need a way to analyze my client's total portfolio in order to recommend adjustments to allocations.  Using multiple fund families sometimes is a challenge as the asset manager can only review their portfolios unless the account is in a managed acct.  Not all of my clients need the managed acct approach nor qualify for my firms minimum investment.""",4
3867,"""nothing at this point""",4
3875,"""More transparency on fund structure and expenses. I would also like more information/resources on client-advisors who are growing business vs. those who are stagnant or losing business""",3
3877,"""Asset management I rely mostly on firm resources and peers.  I'm always looking to grow in terms of practice management and professional growth""",1
3880,"""Pulse of the market and potential swings""",4
3881,"""more research to show clients why their Fund may be underperforming the markets and why that's not a bad thing but might be a great HOLD""",2
3883,"""unbiased market info, trends, education for clients""",1
3885,"""General advisor/business management information""",2
3886,"""Better communication on their style""",1
3887,"""unbiased research and analysis as it relates to portfolio construction""",2
3890,"""in depth analiysis and accuracy of research.""",4
3895,"""Ways of reaching new clients""",3
3896,"""Real return managers available.""",2
3898,"""More detailed reporting on mutual funds and performance.""",1
3900,"""Easy to use portfolio reporting""",4
3901,"""Information on scams and out there, both legal and illegal.""",3
3902,"""proactive recommendations for what area is poised to outperform....not just spewing out the returns for the most recent hot sector.""",4
3904,"""accurate, timely and current""",3
3905,"""Continued lowering of fees""",2
3906,"""I don't have any suggestion to offer.""",4
3908,"""More information about thought processes when choosing stocks.""",3
3909,"""better general information""",4
3910,"""Unbiased market commentary""",4
3911,"""Getting new clients, getting advantages over robo advisors, and keeping clients through crazy economic time""",2
3924,"""easy to use consolidated customizable news source""",3
3931,"""I think the information is out there""",4
3932,"""Wire clipping infomation services""",4
3933,"""Feel I got this covered""",4
3935,"""Idk""",4
3938,"""industry insight""",4
3941,"""I receive regular emails from the asset managers but most is not valuable to me.  The amount of email information is overwhelming so I choose not to read most of it.""",2
3942,"""Information that is more targeted to my specific needs""",4
3943,"""More time""",1
3946,"""specific inter-market dislocations that create opportunity""",3
3950,"""I do not know""",1
3953,"""None at this time""",4
4955,"""Financial Planning  Financial Advisor""",1
4956,"""objectivity, data, analysis tools""",4
4959,"""Morningstar and AssetMark provide great info and services""",1
4960,"""lower fees""",4
4963,"""Nothing really; DFA and back office provide all that is needed.""",2
4966,"""Have not identified any yet.""",3
4970,"""No additional requirements""",4
4971,"""updates""",4
4973,"""WSJ, Economist, CNBC, Morningstar""",4
4979,"""More specific Company info""",2
4980,"""overall information""",1
4982,"""Thought leadership pieces""",2
4987,"""All good""",2
4993,"""Clear and honest reporting""",1
4995,"""all set""",2
4997,"""interpreting events""",2
4998,"""better online access technology""",3
5005,"""non-slanted opinions conviction""",2
5013,"""top news briefs""",2
5018,"""More practice management and business building support.  Branding, social media marketing, unique planning ideas, referral marketing, etc""",3
5019,"""unbiased information ... too often information is colored by politics""",3
5022,"""educational client materialsd""",1
5025,"""I get good information from the asset managers we work with.""",1
5029,"""Metrics on risk""",1
5033,"""as I said before, where are the strongest opportunities""",3
5034,"""digestible market information that can be sent to clients in digital format""",1
5036,"""non biased outlooks""",1
5042,"""product recommendations that are unbiased""",3
5045,"""Technology""",1
5047,"""In office visits""",4
5058,"""quicker access and summaries of what is happening, so I'm not wasting time sifting through bias slants""",4
5059,"""broad investment principles for client use""",3
5064,"""marketing, marketing marketing""",3
5066,"""Wsj and ibd""",4
5067,"""More global information, what else and what is doing in the marketplace. Differentiation is key so I look for that.""",3
5071,"""Future potential economic conditions and impacts to markets.""",2
5072,"""unbiased market observations""",3
5073,"""The facts and history""",4
5076,"""current trends""",4
5077,"""third party research""",3
5081,"""would love more information on portfolio management/allocation and historical returns that come with it""",1
5109,"""focus on long term""",2
5112,"""Articles we can share on social media""",3
5114,"""Better communication from non-traditional electronic methods""",2
5116,"""technology & Marketing""",2
5122,"""Planning tools""",2
5130,"""Unbiased hard data.""",4
5131,"""more frequent portfolio updates""",2
5137,"""tech""",3
5139,"""I don't work with asset managers.  I am an asset manager.""",2
5140,"""up to date info, most reports are from past/previous""",4
5144,"""Timely market commentary""",2
5156,"""More objective info on insurance products.""",2
5167,"""great stuff""",2
5172,"""Concise, un-biased information on long-term views.""",2
5173,"""I get a lot of good information form all my sources.""",4
5175,"""risk management tools""",4
5178,"""More economic news""",3
5180,"""Integrating products from outside their platforms to accomplish goals. It is against their self-interest to recommend individual bonds in place of a bond fund for example.""",1
5184,"""Unsure.  As time goes on, they should create their own information portfolios prebuilding the argument (with supporting data) to show why choosing them is meeting my fiduciary responsibility.""",4
5197,"""Differentiated viewpoints.""",2
5208,"""Market trends and direction""",2
5210,"""up to date market info""",1
5211,"""none at this point. I have sought out appropriate means of news unbiased , accurate sources.""",3
5212,"""Sales Team""",2
5216,"""timely info on what changes they are making""",1
5222,"""EPS projections""",4
5225,"""less PR and more information""",4
5226,"""Better website platforms and apps""",1
5232,"""More information on TV""",4
5234,"""More specific asset allocation recommendations for the current market environment.""",1
5242,"""more contacts""",2
5244,"""Getting what I need""",4
5251,"""Nothing that I can think of right now.""",3
5254,"""regulatory direction""",4
5260,"""Would like to have access to a Bloomberg terminal""",2
5262,"""Better commentary delivered on portfolios / markets""",3
5263,"""More information on how their strategies are applicable to helping clients, especially when they are trailing the markets.""",4
5264,"""Objective insight""",1
5267,"""easy to read info""",3
5269,"""they are pretty good at this""",4
5274,"""Accurate information that is objective and not based on current hype""",3
5277,"""quicker than quarterly portfolio updates on holdings""",2
5279,"""better consolidation of earnings/valuations; breaking news through out the day.""",3
5286,"""the truth""",2
5287,"""I'm pretty comfortable with the information that I'm receiving currently.""",4
5289,"""More financial planning news.""",2
5290,"""accuracy/ timely""",4
5292,"""More client centric brand rep wholesalers vs sell the hot dot""",3
5295,"""advanced portfolio construction tools e.g. factor analysis, risk modeling, monte carlo analysis, etc.""",3
5296,"""lower fees and competitive performance""",4
5297,"""I work with managers that provide information.""",1
5299,"""more high quality white papers regarding , with more technical research""",1
5300,"""I have all of the information I need / want""",4
5301,"""Not much. Occasionally we ask for direct conversation with specific managers.""",3
5302,"""attribution reports""",1
5303,"""Concise recommendations""",3
5310,"""Asset managers seem to provide all the information I need.  We work primarily with index funds.""",4
5321,"""wire services//breaking news services""",2
5324,"""Market conditions and reasoning behind their decisions""",3
5325,"""I feel I get an adequate amount of information""",1
5326,"""none in particular""",1
5334,"""not much - less contact from internal wholesalers.""",1
5335,"""No changes""",1
5336,"""Academic support for their product offerings.""",1
5338,"""more asset allocation suggestions""",1
5339,"""Unknown""",3
5340,"""all is good""",1
5348,"""Asset managers can provide us with better understanding of market trends on a macro level. They can see asset movements all over the world (or have access to that information) Relaying that information to us helps us adjust portfolios to better take advantage of market trends. Keeping us \""in the loop\"" helps tremendously.""",2
5354,"""Unbiased recommendations and not product sales""",3
5359,"""Clear explanation of products and rationale behind allocations.""",2
5360,"""none in particular""",1
5361,"""More relevant information on the \""current\"" issues our economy is dealing with and how the stock market will react based off of the decisions made by congress""",3
5362,"""nothing at the moment""",3
5365,"""Unsure""",2
5366,"""Social media ghost articles.""",1
5373,"""reliable timely info""",3
5374,"""Good right now.""",3
5376,"""Can't think of anything, everybody does a great job.""",3
5380,"""Quick, short, market summaries and forecasts.""",2
5385,"""Business market news.""",4
5386,"""more whitepapers""",1
5387,"""asset allocation""",3
5390,"""More client approved pieces on markets and trends""",3
5391,"""Cannot think of anything""",3
5405,"""I want positive ideas that will work for a high percentage of my clients. I do not need to try and have an idea work for all of my clients at once.  I understand where my weakness are and have them help to fill in the gaps with ideas.""",4
5408,"""third party research.""",3
5409,"""I have enough at my finger tips from my firm and personal research and do not need anything else from asset managers.""",1
5410,"""honest data""",4
5411,"""Better, free, portfolio management/risk management tools.""",3
5420,"""unsure""",2
5421,"""updates and performance""",3
5422,"""My company is very supportive. I require little more than services provided.""",1
5426,"""Podcasts, risk management commentary, portfolio diversification.""",2
5431,"""accurate data""",3
5442,"""differentiation, value added""",4
5443,"""Clients want to know how to justify the fees that active managers are charging because of how prevalent passive management has become.""",3
5447,"""help marketing and growing.""",1
5449,"""Uncertain""",4
5450,"""economic trends""",2
5455,"""Timely third party information that supports what I do.""",1
5462,"""More podcasts and short stories that show importance of investing.""",3
5465,"""current news""",1
5471,"""intelligent commentary on complying with new regulations""",1
5475,"""More timely information, client friendly information""",3
5483,"""Better detailed simple information on websites and through print media that can be shared directly with my clients.""",4
5484,"""guidance about upcoming trends and sector shifts/asset allocation""",2
5487,"""Ideas for portfolio allocation""",1
5490,"""More of a consolidated wealth management platform.""",1
5491,"""details""",2
5492,"""Information that is more customized to the client, and easy for them to understand and digest in today's financial climate.""",1
5495,"""Web""",4
5508,"""faster internet""",4
5514,"""More details on the manager and management team to better asses future changes.""",4
5515,"""ratings changes market direction""",4
5517,"""Online access to news""",3
5522,"""More independent research""",2
5523,"""Better ideas of where the puck is headed than current commentary""",4
5526,""".""",4
5531,"""Outlooks and quick responses to major macro events or market volatility""",4
5532,"""none to report""",2
5533,"""Marketing information""",3
5538,"""just new ideas""",1
5540,"""They provide everything I ask for""",4
5543,"""I like news it helps me do my job""",3
5548,"""More hands on face to face meetings and seminars for clients.""",3
5553,"""Market direction""",2
5554,"""comparison of different funds (ie Zephyr software)""",1
5563,"""We are receiving fairly comprehensive information.""",2
5565,"""i get what I need""",2
5568,"""More timely fundamental information on markets they specifically participate in""",2
5578,"""more focus on momentum investing""",4
5580,"""Political changes, tax law changes""",3
5581,"""No BS.  Ironically, fake news is real...it's a shame how many are fooled.""",1
5585,"""less information, too much to digest, information overload""",3
5592,"""more rational for manager moves and direction""",2
5594,"""Educational material on investors psychology""",4
5602,"""Ideas""",4
5604,"""more fixed income research...""",1
5605,"""Risk adjusted, standardized performance reporting""",1
5607,"""I feel I have sufficient access to the resources I need.""",4
5611,"""more macro research (i.e., white papers) - followed by appropriate and targeted product information""",1
5616,"""Unbiased information""",1
5617,"""Technical Analysis""",4
5622,"""Retirement stories""",4
5624,"""I cannot think of anything specific""",2
5626,"""Market insight""",2
5627,"""More of where the puck is going and why""",1
5629,"""updates [monthly]""",2
5632,"""thought leadership pieces""",4
5635,"""It is hard to get apples to apples manager comparisons. It is also hard to backtest various manager combinations.""",4
5636,"""Manager updates , also Mutual funds""",4
5638,"""I wish they took more of an interest in my goals""",4
5641,"""I don't really work with asset managers in this regard""",1
5644,"""current news""",4
5651,"""Nothing, I have all I need.""",3
5652,"""DOL to stay out of practices they aren't experts in. If attorneys can  take 33%, why can't financial advisors charge 1% for continued service? Lawyers are one-stop-shop for 1/3 of your case/settlement""",2
5653,"""workshops""",4
5655,"""pretty much have everything I need""",3
5657,"""Time to consume all the information that is available.""",2
5664,"""More due diligence meetings to understand the products""",4
5665,"""Not much...everything seems available these days.""",1
5669,"""none they do a good job of providing info""",1
5670,"""market forecasts""",1
5673,"""can't think of any""",4
5677,"""Digital estates - we need to help clients build a plan and way to execute on it.""",3
5678,"""more frequent updates or maybe a top ten news stories""",1
5679,"""moe communication""",3
5681,"""Need more market news and would like to see more asset managers take a stance and make predictions based on their research.""",3
5684,"""News and information that is honest and INDEPENDENT""",3
5688,"""For our clients / book, we focus on three issues that tend to derail their financial plans: 1) Inflation 2) Lifestyle  3) Behavior  Most of the products and materials around them focus on \""we're better than the next guy\"" in terms of performance or downside risk.  The real problem (or edge) isn't with the product, but with the client themselves.  Clients seek annuities to protect downside when they cannot stomach the volatility that is required to achieve the returns they need to sustain their bloated lifestyle relative to their resources.  Instead of addressing these fundamental problems, the clients are caught up in the marketing hype of magic bullet solutions that can get them all the upside with none of the downside.  If the asset managers, and their marketing departments, could begin focusing on the real underlying problems and how their products can be a part of the solution instead of how they're 0.07% better than their competitor, then they'd get a flood of new business.  Apple didn't sell FaceTime by spouting all it's technical parameters, they sold it with emotional stories like a deaf couple signing to one another.  What's the real problem their product solves?""",3
5690,"""None can think of""",3
5691,"""More timely updates""",4
5694,"""better information on market forecast and market views as opposed to constantly pushing the next best product...""",2
5695,"""What innovation is taking place? Where are the risks?""",3
5697,"""Longer term financial market perspectives.""",4
5700,"""actually too much information to absorb""",2
5701,"""Investment ideas in an overpriced environment.""",1
5702,"""cannot think of anything""",4
5704,"""fast news""",1
5705,"""Specificity""",4
5707,"""The industry doesn't show rolling return data vs the bench.  that is what we like to use.""",3
5711,"""fund allocation transperency""",1
5712,"""creative solutions with low fees""",3
5716,"""Dividend data""",2
5717,"""dk""",4
5719,"""Nothing I can think of.""",3
5720,"""Risk management and optimization""",3
5728,"""Accurate analysis""",2
5730,"""Current market new and forecasts that are readily available to me through more than one medium.""",1
5733,"""Better, long-term focused, research""",1
5735,"""?""",3
5736,"""Don't really work with asset managers""",1
5739,"""I feel satisfied with the level I'm currently getting""",2
5742,"""I could use more updated numbers on general facts and indices""",4
5743,"""Manager/fund analysis from software applications such as Zephyr, PSN, etc. that show both individual manager/fund characteristics as well as blended portfolio metrics.  Many large asset managers are unable to provide this information about their own strategies, let alone how their strategy would complement (or detract from) an existing mix of managers and/or funds.""",2
5744,"""Ability to sort information quickly and effectively""",4
5750,"""None, just have lower fees.""",2
5754,"""Retirement income strategies""",1
5764,"""detailed opinions from research teams""",4
5765,"""barrons""",4
5766,"""Consolidated fact sheets that include essential information like performance , objectives ,holdings, risk, and market view . Explain why you think the investment will succeed and make it all understandable for client.""",4
5768,"""Referral and practice management tools""",2
5773,"""More raw data""",4
5774,"""more consistent color on products being used""",4
5775,"""client psychology""",2
5776,"""tactical info to utilize""",4
5777,"""Better ways to market""",3
5780,"""up to minute news""",4
5786,"""changes that are going on""",4
5788,"""A Bloomberg Terminal""",3
5797,"""Current news affecting Market daily""",4
5798,"""Ability to run analytics on fund returns in an efficient manner""",3
5805,"""Better understanding of their investment strategy and process and how they differ from their piers.""",3
5809,"""Clear description of advanced strategies""",3
5810,"""more info on technology""",4
5811,"""recent buys and sells""",1
5821,"""Fee structure""",4
5823,"""style consistency with low fees""",1
5824,"""Unbiased factual reporting""",2
5825,"""I would like to see asset managers provide more in-depth commentary on their views and their resulting investment decisions. We have veered into an environment where much of the \""insight\"" from managers is canned and stripped of content.""",1
5829,"""better investing, less hedging to try to eek out an extra few basis points of performance. don't complicate things.""",3
5830,"""Contemporary systems""",1
5834,"""Prediction of future results.""",4
5835,"""Financial Planning tools""",2
5838,"""Up to date news""",1
5846,"""The asset managers provide information geared more towards their products than the financial world in general.  My needs revolve around how to serve my clients better.""",4
5847,"""Not window dressing results. Telling things as they are""",3
5848,"""A more face to face time.""",2
5858,"""Continued transparency about the investments they own.""",4
5863,"""Thoughts on secular trends (and how they reflect historical trends) as well as specific investment opportunities (for further review).""",3
5865,"""Bloomberg terminal""",1
5867,"""I haven't identified any missing information sources.""",4
5869,"""Timely fixed income and individual stock ideas, although with frequent use of Sirius/XM satellite radio I can get much of the information needed at various non-office times of day.""",3
5871,"""unique stories/facts that while not front page news, impact a client's interest(s)""",4
5872,"""information useful to my clients""",4
5874,"""Market recap every morning and quarter end""",3
5878,"""I work closely with a select group of asset managers to ensure my practice has the information needed to better serve our clients.  Selectivity of partners is key to making this work.""",2
5879,"""Not sure?""",4
5880,"""Portfolio update""",3
